transcript_id,gene_id
Mycgr3T103019,Mycgr3G103019
Mycgr3T103027,Mycgr3G103027
Mycgr3T103029,Mycgr3G103029
Mycgr3T103030,Mycgr3G103030
Mycgr3T103034,Mycgr3G103034
Mycgr3T103042,Mycgr3G103042
Mycgr3T103058,Mycgr3G103058
Mycgr3T103060,Mycgr3G103060
Mycgr3T103070,Mycgr3G103070
Mycgr3T103073,Mycgr3G103073
Mycgr3T103087,Mycgr3G103087
Mycgr3T103089,Mycgr3G103089
Mycgr3T103091,Mycgr3G103091
Mycgr3T103098,Mycgr3G103098
Mycgr3T10310,Mycgr3G10310
Mycgr3T103102,Mycgr3G103102
Mycgr3T103105,Mycgr3G103105
Mycgr3T103110,Mycgr3G103110
Mycgr3T103124,Mycgr3G103124
Mycgr3T103126,Mycgr3G103126
Mycgr3T103130,Mycgr3G103130
Mycgr3T103135,Mycgr3G103135
Mycgr3T103147,Mycgr3G103147
Mycgr3T103157,Mycgr3G103157
Mycgr3T103159,Mycgr3G103159
Mycgr3T103162,Mycgr3G103162
Mycgr3T103183,Mycgr3G103183
Mycgr3T103184,Mycgr3G103184
Mycgr3T103191,Mycgr3G103191
Mycgr3T103199,Mycgr3G103199
Mycgr3T103202,Mycgr3G103202
Mycgr3T103208,Mycgr3G103208
Mycgr3T103215,Mycgr3G103215
Mycgr3T103218,Mycgr3G103218
Mycgr3T103221,Mycgr3G103221
Mycgr3T103230,Mycgr3G103230
Mycgr3T103232,Mycgr3G103232
Mycgr3T103254,Mycgr3G103254
Mycgr3T103255,Mycgr3G103255
Mycgr3T103256,Mycgr3G103256
Mycgr3T103260,Mycgr3G103260
Mycgr3T103262,Mycgr3G103262
Mycgr3T103264,Mycgr3G103264
Mycgr3T103270,Mycgr3G103270
Mycgr3T103274,Mycgr3G103274
Mycgr3T103278,Mycgr3G103278
Mycgr3T103282,Mycgr3G103282
Mycgr3T103297,Mycgr3G103297
Mycgr3T103310,Mycgr3G103310
Mycgr3T103315,Mycgr3G103315
Mycgr3T103329,Mycgr3G103329
Mycgr3T103332,Mycgr3G103332
Mycgr3T103337,Mycgr3G103337
Mycgr3T103339,Mycgr3G103339
Mycgr3T103343,Mycgr3G103343
Mycgr3T103347,Mycgr3G103347
Mycgr3T103350,Mycgr3G103350
Mycgr3T103356,Mycgr3G103356
Mycgr3T103360,Mycgr3G103360
Mycgr3T103362,Mycgr3G103362
Mycgr3T103370,Mycgr3G103370
Mycgr3T103372,Mycgr3G103372
Mycgr3T103387,Mycgr3G103387
Mycgr3T103393,Mycgr3G103393
Mycgr3T103396,Mycgr3G103396
Mycgr3T103402,Mycgr3G103402
Mycgr3T103406,Mycgr3G103406
Mycgr3T103418,Mycgr3G103418
Mycgr3T103421,Mycgr3G103421
Mycgr3T103423,Mycgr3G103423
Mycgr3T103427,Mycgr3G103427
Mycgr3T103434,Mycgr3G103434
Mycgr3T103444,Mycgr3G103444
Mycgr3T103449,Mycgr3G103449
Mycgr3T103459,Mycgr3G103459
Mycgr3T103460,Mycgr3G103460
Mycgr3T103470,Mycgr3G103470
Mycgr3T103476,Mycgr3G103476
Mycgr3T103481,Mycgr3G103481
Mycgr3T103488,Mycgr3G103488
Mycgr3T103490,Mycgr3G103490
Mycgr3T103492,Mycgr3G103492
Mycgr3T103493,Mycgr3G103493
Mycgr3T103496,Mycgr3G103496
Mycgr3T103500,Mycgr3G103500
Mycgr3T103502,Mycgr3G103502
Mycgr3T103505,Mycgr3G103505
Mycgr3T103509,Mycgr3G103509
Mycgr3T103512,Mycgr3G103512
Mycgr3T103519,Mycgr3G103519
Mycgr3T103520,Mycgr3G103520
Mycgr3T103523,Mycgr3G103523
Mycgr3T103524,Mycgr3G103524
Mycgr3T103528,Mycgr3G103528
Mycgr3T103539,Mycgr3G103539
Mycgr3T103545,Mycgr3G103545
Mycgr3T103549,Mycgr3G103549
Mycgr3T103551,Mycgr3G103551
Mycgr3T103555,Mycgr3G103555
Mycgr3T103556,Mycgr3G103556
Mycgr3T103564,Mycgr3G103564
Mycgr3T103568,Mycgr3G103568
Mycgr3T103569,Mycgr3G103569
Mycgr3T103572,Mycgr3G103572
Mycgr3T103574,Mycgr3G103574
Mycgr3T103578,Mycgr3G103578
Mycgr3T103583,Mycgr3G103583
Mycgr3T103593,Mycgr3G103593
Mycgr3T103595,Mycgr3G103595
Mycgr3T103601,Mycgr3G103601
Mycgr3T103603,Mycgr3G103603
Mycgr3T103608,Mycgr3G103608
Mycgr3T103611,Mycgr3G103611
Mycgr3T103615,Mycgr3G103615
Mycgr3T103617,Mycgr3G103617
Mycgr3T103620,Mycgr3G103620
Mycgr3T103622,Mycgr3G103622
Mycgr3T103627,Mycgr3G103627
Mycgr3T103647,Mycgr3G103647
Mycgr3T103650,Mycgr3G103650
Mycgr3T103653,Mycgr3G103653
Mycgr3T103655,Mycgr3G103655
Mycgr3T103657,Mycgr3G103657
Mycgr3T103663,Mycgr3G103663
Mycgr3T103671,Mycgr3G103671
Mycgr3T103672,Mycgr3G103672
Mycgr3T103675,Mycgr3G103675
Mycgr3T103676,Mycgr3G103676
Mycgr3T103679,Mycgr3G103679
Mycgr3T103683,Mycgr3G103683
Mycgr3T103686,Mycgr3G103686
Mycgr3T103691,Mycgr3G103691
Mycgr3T103692,Mycgr3G103692
Mycgr3T103694,Mycgr3G103694
Mycgr3T103701,Mycgr3G103701
Mycgr3T103703,Mycgr3G103703
Mycgr3T103708,Mycgr3G103708
Mycgr3T103713,Mycgr3G103713
Mycgr3T103716,Mycgr3G103716
Mycgr3T103718,Mycgr3G103718
Mycgr3T103719,Mycgr3G103719
Mycgr3T103731,Mycgr3G103731
Mycgr3T103733,Mycgr3G103733
Mycgr3T103740,Mycgr3G103740
Mycgr3T103744,Mycgr3G103744
Mycgr3T103758,Mycgr3G103758
Mycgr3T103760,Mycgr3G103760
Mycgr3T103761,Mycgr3G103761
Mycgr3T103773,Mycgr3G103773
Mycgr3T103792,Mycgr3G103792
Mycgr3T103794,Mycgr3G103794
Mycgr3T103797,Mycgr3G103797
Mycgr3T103805,Mycgr3G103805
Mycgr3T103811,Mycgr3G103811
Mycgr3T103814,Mycgr3G103814
Mycgr3T103816,Mycgr3G103816
Mycgr3T103818,Mycgr3G103818
Mycgr3T103824,Mycgr3G103824
Mycgr3T103827,Mycgr3G103827
Mycgr3T103832,Mycgr3G103832
Mycgr3T103836,Mycgr3G103836
Mycgr3T103841,Mycgr3G103841
Mycgr3T103845,Mycgr3G103845
Mycgr3T103851,Mycgr3G103851
Mycgr3T103866,Mycgr3G103866
Mycgr3T103868,Mycgr3G103868
Mycgr3T103872,Mycgr3G103872
Mycgr3T103882,Mycgr3G103882
Mycgr3T103884,Mycgr3G103884
Mycgr3T103891,Mycgr3G103891
Mycgr3T103894,Mycgr3G103894
Mycgr3T103897,Mycgr3G103897
Mycgr3T103900,Mycgr3G103900
Mycgr3T103903,Mycgr3G103903
Mycgr3T103909,Mycgr3G103909
Mycgr3T103911,Mycgr3G103911
Mycgr3T103912,Mycgr3G103912
Mycgr3T103917,Mycgr3G103917
Mycgr3T103926,Mycgr3G103926
Mycgr3T103942,Mycgr3G103942
Mycgr3T103943,Mycgr3G103943
Mycgr3T103950,Mycgr3G103950
Mycgr3T103951,Mycgr3G103951
Mycgr3T103957,Mycgr3G103957
Mycgr3T103961,Mycgr3G103961
Mycgr3T103966,Mycgr3G103966
Mycgr3T103968,Mycgr3G103968
Mycgr3T103973,Mycgr3G103973
Mycgr3T103974,Mycgr3G103974
Mycgr3T103979,Mycgr3G103979
Mycgr3T103995,Mycgr3G103995
Mycgr3T103997,Mycgr3G103997
Mycgr3T104000,Mycgr3G104000
Mycgr3T104004,Mycgr3G104004
Mycgr3T104009,Mycgr3G104009
Mycgr3T104020,Mycgr3G104020
Mycgr3T104022,Mycgr3G104022
Mycgr3T104028,Mycgr3G104028
Mycgr3T104054,Mycgr3G104054
Mycgr3T104056,Mycgr3G104056
Mycgr3T104063,Mycgr3G104063
Mycgr3T104068,Mycgr3G104068
Mycgr3T104074,Mycgr3G104074
Mycgr3T104080,Mycgr3G104080
Mycgr3T104082,Mycgr3G104082
Mycgr3T104086,Mycgr3G104086
Mycgr3T104090,Mycgr3G104090
Mycgr3T104094,Mycgr3G104094
Mycgr3T104097,Mycgr3G104097
Mycgr3T104099,Mycgr3G104099
Mycgr3T104107,Mycgr3G104107
Mycgr3T104112,Mycgr3G104112
Mycgr3T104114,Mycgr3G104114
Mycgr3T104117,Mycgr3G104117
Mycgr3T104118,Mycgr3G104118
Mycgr3T104122,Mycgr3G104122
Mycgr3T104128,Mycgr3G104128
Mycgr3T104142,Mycgr3G104142
Mycgr3T104143,Mycgr3G104143
Mycgr3T104147,Mycgr3G104147
Mycgr3T104149,Mycgr3G104149
Mycgr3T104155,Mycgr3G104155
Mycgr3T104160,Mycgr3G104160
Mycgr3T104169,Mycgr3G104169
Mycgr3T104171,Mycgr3G104171
Mycgr3T104175,Mycgr3G104175
Mycgr3T104178,Mycgr3G104178
Mycgr3T104179,Mycgr3G104179
Mycgr3T104183,Mycgr3G104183
Mycgr3T10419,Mycgr3G10419
Mycgr3T104198,Mycgr3G104198
Mycgr3T104206,Mycgr3G104206
Mycgr3T104217,Mycgr3G104217
Mycgr3T10422,Mycgr3G10422
Mycgr3T104222,Mycgr3G104222
Mycgr3T104228,Mycgr3G104228
Mycgr3T104234,Mycgr3G104234
Mycgr3T104236,Mycgr3G104236
Mycgr3T104237,Mycgr3G104237
Mycgr3T104239,Mycgr3G104239
Mycgr3T104241,Mycgr3G104241
Mycgr3T104253,Mycgr3G104253
Mycgr3T104256,Mycgr3G104256
Mycgr3T104260,Mycgr3G104260
Mycgr3T104261,Mycgr3G104261
Mycgr3T104274,Mycgr3G104274
Mycgr3T104277,Mycgr3G104277
Mycgr3T104278,Mycgr3G104278
Mycgr3T104283,Mycgr3G104283
Mycgr3T104291,Mycgr3G104291
Mycgr3T104294,Mycgr3G104294
Mycgr3T104297,Mycgr3G104297
Mycgr3T104299,Mycgr3G104299
Mycgr3T104300,Mycgr3G104300
Mycgr3T104314,Mycgr3G104314
Mycgr3T104322,Mycgr3G104322
Mycgr3T104325,Mycgr3G104325
Mycgr3T104327,Mycgr3G104327
Mycgr3T104334,Mycgr3G104334
Mycgr3T104337,Mycgr3G104337
Mycgr3T104341,Mycgr3G104341
Mycgr3T104342,Mycgr3G104342
Mycgr3T104345,Mycgr3G104345
Mycgr3T104347,Mycgr3G104347
Mycgr3T104351,Mycgr3G104351
Mycgr3T104352,Mycgr3G104352
Mycgr3T104355,Mycgr3G104355
Mycgr3T104360,Mycgr3G104360
Mycgr3T104364,Mycgr3G104364
Mycgr3T104366,Mycgr3G104366
Mycgr3T104368,Mycgr3G104368
Mycgr3T104371,Mycgr3G104371
Mycgr3T104372,Mycgr3G104372
Mycgr3T104380,Mycgr3G104380
Mycgr3T104383,Mycgr3G104383
Mycgr3T104385,Mycgr3G104385
Mycgr3T104386,Mycgr3G104386
Mycgr3T104394,Mycgr3G104394
Mycgr3T104404,Mycgr3G104404
Mycgr3T104409,Mycgr3G104409
Mycgr3T104412,Mycgr3G104412
Mycgr3T104414,Mycgr3G104414
Mycgr3T104423,Mycgr3G104423
Mycgr3T10443,Mycgr3G10443
Mycgr3T104431,Mycgr3G104431
Mycgr3T104434,Mycgr3G104434
Mycgr3T104435,Mycgr3G104435
Mycgr3T104437,Mycgr3G104437
Mycgr3T104440,Mycgr3G104440
Mycgr3T104444,Mycgr3G104444
Mycgr3T104452,Mycgr3G104452
Mycgr3T104455,Mycgr3G104455
Mycgr3T104459,Mycgr3G104459
Mycgr3T104462,Mycgr3G104462
Mycgr3T104464,Mycgr3G104464
Mycgr3T104474,Mycgr3G104474
Mycgr3T104476,Mycgr3G104476
Mycgr3T104482,Mycgr3G104482
Mycgr3T104484,Mycgr3G104484
Mycgr3T104488,Mycgr3G104488
Mycgr3T104489,Mycgr3G104489
Mycgr3T104491,Mycgr3G104491
Mycgr3T104494,Mycgr3G104494
Mycgr3T104498,Mycgr3G104498
Mycgr3T104513,Mycgr3G104513
Mycgr3T104515,Mycgr3G104515
Mycgr3T104520,Mycgr3G104520
Mycgr3T104522,Mycgr3G104522
Mycgr3T104538,Mycgr3G104538
Mycgr3T104544,Mycgr3G104544
Mycgr3T104548,Mycgr3G104548
Mycgr3T104550,Mycgr3G104550
Mycgr3T104559,Mycgr3G104559
Mycgr3T104571,Mycgr3G104571
Mycgr3T104579,Mycgr3G104579
Mycgr3T104583,Mycgr3G104583
Mycgr3T104591,Mycgr3G104591
Mycgr3T104592,Mycgr3G104592
Mycgr3T104595,Mycgr3G104595
Mycgr3T104600,Mycgr3G104600
Mycgr3T104605,Mycgr3G104605
Mycgr3T104607,Mycgr3G104607
Mycgr3T104609,Mycgr3G104609
Mycgr3T104614,Mycgr3G104614
Mycgr3T104620,Mycgr3G104620
Mycgr3T104624,Mycgr3G104624
Mycgr3T104628,Mycgr3G104628
Mycgr3T104632,Mycgr3G104632
Mycgr3T104639,Mycgr3G104639
Mycgr3T104643,Mycgr3G104643
Mycgr3T104644,Mycgr3G104644
Mycgr3T104645,Mycgr3G104645
Mycgr3T104653,Mycgr3G104653
Mycgr3T104658,Mycgr3G104658
Mycgr3T104664,Mycgr3G104664
Mycgr3T104669,Mycgr3G104669
Mycgr3T104671,Mycgr3G104671
Mycgr3T104684,Mycgr3G104684
Mycgr3T104688,Mycgr3G104688
Mycgr3T104697,Mycgr3G104697
Mycgr3T104703,Mycgr3G104703
Mycgr3T104706,Mycgr3G104706
Mycgr3T104710,Mycgr3G104710
Mycgr3T104715,Mycgr3G104715
Mycgr3T104721,Mycgr3G104721
Mycgr3T104723,Mycgr3G104723
Mycgr3T104725,Mycgr3G104725
Mycgr3T104730,Mycgr3G104730
Mycgr3T104735,Mycgr3G104735
Mycgr3T104737,Mycgr3G104737
Mycgr3T104744,Mycgr3G104744
Mycgr3T104747,Mycgr3G104747
Mycgr3T104754,Mycgr3G104754
Mycgr3T104756,Mycgr3G104756
Mycgr3T104758,Mycgr3G104758
Mycgr3T104764,Mycgr3G104764
Mycgr3T104769,Mycgr3G104769
Mycgr3T104779,Mycgr3G104779
Mycgr3T104781,Mycgr3G104781
Mycgr3T104786,Mycgr3G104786
Mycgr3T104787,Mycgr3G104787
Mycgr3T104789,Mycgr3G104789
Mycgr3T104794,Mycgr3G104794
Mycgr3T104795,Mycgr3G104795
Mycgr3T104803,Mycgr3G104803
Mycgr3T104812,Mycgr3G104812
Mycgr3T104832,Mycgr3G104832
Mycgr3T104836,Mycgr3G104836
Mycgr3T104840,Mycgr3G104840
Mycgr3T104845,Mycgr3G104845
Mycgr3T104848,Mycgr3G104848
Mycgr3T104853,Mycgr3G104853
Mycgr3T104867,Mycgr3G104867
Mycgr3T104873,Mycgr3G104873
Mycgr3T104874,Mycgr3G104874
Mycgr3T104876,Mycgr3G104876
Mycgr3T104881,Mycgr3G104881
Mycgr3T104882,Mycgr3G104882
Mycgr3T104884,Mycgr3G104884
Mycgr3T104895,Mycgr3G104895
Mycgr3T104898,Mycgr3G104898
Mycgr3T104912,Mycgr3G104912
Mycgr3T104916,Mycgr3G104916
Mycgr3T104930,Mycgr3G104930
Mycgr3T104937,Mycgr3G104937
Mycgr3T104939,Mycgr3G104939
Mycgr3T104942,Mycgr3G104942
Mycgr3T104951,Mycgr3G104951
Mycgr3T104952,Mycgr3G104952
Mycgr3T104956,Mycgr3G104956
Mycgr3T104965,Mycgr3G104965
Mycgr3T104970,Mycgr3G104970
Mycgr3T104975,Mycgr3G104975
Mycgr3T104997,Mycgr3G104997
Mycgr3T105000,Mycgr3G105000
Mycgr3T10501,Mycgr3G10501
Mycgr3T105015,Mycgr3G105015
Mycgr3T10502,Mycgr3G10502
Mycgr3T105021,Mycgr3G105021
Mycgr3T105024,Mycgr3G105024
Mycgr3T105030,Mycgr3G105030
Mycgr3T105041,Mycgr3G105041
Mycgr3T105042,Mycgr3G105042
Mycgr3T105049,Mycgr3G105049
Mycgr3T105053,Mycgr3G105053
Mycgr3T105058,Mycgr3G105058
Mycgr3T105063,Mycgr3G105063
Mycgr3T105064,Mycgr3G105064
Mycgr3T105080,Mycgr3G105080
Mycgr3T105083,Mycgr3G105083
Mycgr3T105085,Mycgr3G105085
Mycgr3T105090,Mycgr3G105090
Mycgr3T105101,Mycgr3G105101
Mycgr3T105104,Mycgr3G105104
Mycgr3T105107,Mycgr3G105107
Mycgr3T105110,Mycgr3G105110
Mycgr3T105116,Mycgr3G105116
Mycgr3T105119,Mycgr3G105119
Mycgr3T105124,Mycgr3G105124
Mycgr3T105125,Mycgr3G105125
Mycgr3T105142,Mycgr3G105142
Mycgr3T105151,Mycgr3G105151
Mycgr3T105154,Mycgr3G105154
Mycgr3T105173,Mycgr3G105173
Mycgr3T105176,Mycgr3G105176
Mycgr3T105180,Mycgr3G105180
Mycgr3T105182,Mycgr3G105182
Mycgr3T105184,Mycgr3G105184
Mycgr3T105188,Mycgr3G105188
Mycgr3T105193,Mycgr3G105193
Mycgr3T105207,Mycgr3G105207
Mycgr3T105216,Mycgr3G105216
Mycgr3T105223,Mycgr3G105223
Mycgr3T105227,Mycgr3G105227
Mycgr3T105231,Mycgr3G105231
Mycgr3T105254,Mycgr3G105254
Mycgr3T105261,Mycgr3G105261
Mycgr3T105265,Mycgr3G105265
Mycgr3T105272,Mycgr3G105272
Mycgr3T105290,Mycgr3G105290
Mycgr3T105297,Mycgr3G105297
Mycgr3T105300,Mycgr3G105300
Mycgr3T105304,Mycgr3G105304
Mycgr3T105313,Mycgr3G105313
Mycgr3T105321,Mycgr3G105321
Mycgr3T105323,Mycgr3G105323
Mycgr3T105330,Mycgr3G105330
Mycgr3T105351,Mycgr3G105351
Mycgr3T105377,Mycgr3G105377
Mycgr3T105379,Mycgr3G105379
Mycgr3T105388,Mycgr3G105388
Mycgr3T105394,Mycgr3G105394
Mycgr3T105396,Mycgr3G105396
Mycgr3T105397,Mycgr3G105397
Mycgr3T10540,Mycgr3G10540
Mycgr3T105403,Mycgr3G105403
Mycgr3T105409,Mycgr3G105409
Mycgr3T105419,Mycgr3G105419
Mycgr3T105431,Mycgr3G105431
Mycgr3T105449,Mycgr3G105449
Mycgr3T105450,Mycgr3G105450
Mycgr3T105461,Mycgr3G105461
Mycgr3T105463,Mycgr3G105463
Mycgr3T105469,Mycgr3G105469
Mycgr3T105472,Mycgr3G105472
Mycgr3T105478,Mycgr3G105478
Mycgr3T105480,Mycgr3G105480
Mycgr3T105487,Mycgr3G105487
Mycgr3T105489,Mycgr3G105489
Mycgr3T105493,Mycgr3G105493
Mycgr3T105501,Mycgr3G105501
Mycgr3T105508,Mycgr3G105508
Mycgr3T105511,Mycgr3G105511
Mycgr3T105516,Mycgr3G105516
Mycgr3T105522,Mycgr3G105522
Mycgr3T105534,Mycgr3G105534
Mycgr3T105537,Mycgr3G105537
Mycgr3T105540,Mycgr3G105540
Mycgr3T105548,Mycgr3G105548
Mycgr3T105550,Mycgr3G105550
Mycgr3T105557,Mycgr3G105557
Mycgr3T105560,Mycgr3G105560
Mycgr3T105573,Mycgr3G105573
Mycgr3T105575,Mycgr3G105575
Mycgr3T105578,Mycgr3G105578
Mycgr3T105585,Mycgr3G105585
Mycgr3T105587,Mycgr3G105587
Mycgr3T105594,Mycgr3G105594
Mycgr3T105598,Mycgr3G105598
Mycgr3T105601,Mycgr3G105601
Mycgr3T105604,Mycgr3G105604
Mycgr3T105608,Mycgr3G105608
Mycgr3T105609,Mycgr3G105609
Mycgr3T105616,Mycgr3G105616
Mycgr3T105629,Mycgr3G105629
Mycgr3T105631,Mycgr3G105631
Mycgr3T105632,Mycgr3G105632
Mycgr3T105643,Mycgr3G105643
Mycgr3T105645,Mycgr3G105645
Mycgr3T105646,Mycgr3G105646
Mycgr3T105651,Mycgr3G105651
Mycgr3T105653,Mycgr3G105653
Mycgr3T105657,Mycgr3G105657
Mycgr3T105659,Mycgr3G105659
Mycgr3T105661,Mycgr3G105661
Mycgr3T105665,Mycgr3G105665
Mycgr3T105666,Mycgr3G105666
Mycgr3T105669,Mycgr3G105669
Mycgr3T105672,Mycgr3G105672
Mycgr3T105677,Mycgr3G105677
Mycgr3T105682,Mycgr3G105682
Mycgr3T105683,Mycgr3G105683
Mycgr3T105685,Mycgr3G105685
Mycgr3T105689,Mycgr3G105689
Mycgr3T105691,Mycgr3G105691
Mycgr3T105694,Mycgr3G105694
Mycgr3T105698,Mycgr3G105698
Mycgr3T105708,Mycgr3G105708
Mycgr3T105712,Mycgr3G105712
Mycgr3T105717,Mycgr3G105717
Mycgr3T105721,Mycgr3G105721
Mycgr3T105728,Mycgr3G105728
Mycgr3T105731,Mycgr3G105731
Mycgr3T105735,Mycgr3G105735
Mycgr3T105739,Mycgr3G105739
Mycgr3T105740,Mycgr3G105740
Mycgr3T105747,Mycgr3G105747
Mycgr3T105749,Mycgr3G105749
Mycgr3T105754,Mycgr3G105754
Mycgr3T105757,Mycgr3G105757
Mycgr3T105760,Mycgr3G105760
Mycgr3T105763,Mycgr3G105763
Mycgr3T105787,Mycgr3G105787
Mycgr3T105791,Mycgr3G105791
Mycgr3T105795,Mycgr3G105795
Mycgr3T105798,Mycgr3G105798
Mycgr3T105802,Mycgr3G105802
Mycgr3T105803,Mycgr3G105803
Mycgr3T105805,Mycgr3G105805
Mycgr3T105810,Mycgr3G105810
Mycgr3T105813,Mycgr3G105813
Mycgr3T105817,Mycgr3G105817
Mycgr3T105822,Mycgr3G105822
Mycgr3T105825,Mycgr3G105825
Mycgr3T105826,Mycgr3G105826
Mycgr3T105835,Mycgr3G105835
Mycgr3T105839,Mycgr3G105839
Mycgr3T105843,Mycgr3G105843
Mycgr3T105844,Mycgr3G105844
Mycgr3T105851,Mycgr3G105851
Mycgr3T105867,Mycgr3G105867
Mycgr3T105871,Mycgr3G105871
Mycgr3T105874,Mycgr3G105874
Mycgr3T105878,Mycgr3G105878
Mycgr3T105887,Mycgr3G105887
Mycgr3T105888,Mycgr3G105888
Mycgr3T105892,Mycgr3G105892
Mycgr3T105895,Mycgr3G105895
Mycgr3T105896,Mycgr3G105896
Mycgr3T105901,Mycgr3G105901
Mycgr3T105909,Mycgr3G105909
Mycgr3T105910,Mycgr3G105910
Mycgr3T105914,Mycgr3G105914
Mycgr3T105917,Mycgr3G105917
Mycgr3T105920,Mycgr3G105920
Mycgr3T105922,Mycgr3G105922
Mycgr3T105930,Mycgr3G105930
Mycgr3T105932,Mycgr3G105932
Mycgr3T105937,Mycgr3G105937
Mycgr3T105945,Mycgr3G105945
Mycgr3T105946,Mycgr3G105946
Mycgr3T105948,Mycgr3G105948
Mycgr3T105954,Mycgr3G105954
Mycgr3T105957,Mycgr3G105957
Mycgr3T105961,Mycgr3G105961
Mycgr3T105966,Mycgr3G105966
Mycgr3T105971,Mycgr3G105971
Mycgr3T105978,Mycgr3G105978
Mycgr3T105984,Mycgr3G105984
Mycgr3T105999,Mycgr3G105999
Mycgr3T106001,Mycgr3G106001
Mycgr3T106004,Mycgr3G106004
Mycgr3T106008,Mycgr3G106008
Mycgr3T106011,Mycgr3G106011
Mycgr3T106021,Mycgr3G106021
Mycgr3T106023,Mycgr3G106023
Mycgr3T106026,Mycgr3G106026
Mycgr3T106029,Mycgr3G106029
Mycgr3T106034,Mycgr3G106034
Mycgr3T106037,Mycgr3G106037
Mycgr3T106046,Mycgr3G106046
Mycgr3T106049,Mycgr3G106049
Mycgr3T106055,Mycgr3G106055
Mycgr3T106057,Mycgr3G106057
Mycgr3T106061,Mycgr3G106061
Mycgr3T106067,Mycgr3G106067
Mycgr3T106070,Mycgr3G106070
Mycgr3T106071,Mycgr3G106071
Mycgr3T106075,Mycgr3G106075
Mycgr3T106079,Mycgr3G106079
Mycgr3T106091,Mycgr3G106091
Mycgr3T106096,Mycgr3G106096
Mycgr3T106098,Mycgr3G106098
Mycgr3T106099,Mycgr3G106099
Mycgr3T106106,Mycgr3G106106
Mycgr3T106107,Mycgr3G106107
Mycgr3T106110,Mycgr3G106110
Mycgr3T106114,Mycgr3G106114
Mycgr3T106125,Mycgr3G106125
Mycgr3T106127,Mycgr3G106127
Mycgr3T106132,Mycgr3G106132
Mycgr3T106133,Mycgr3G106133
Mycgr3T106138,Mycgr3G106138
Mycgr3T106144,Mycgr3G106144
Mycgr3T106153,Mycgr3G106153
Mycgr3T106161,Mycgr3G106161
Mycgr3T106171,Mycgr3G106171
Mycgr3T106176,Mycgr3G106176
Mycgr3T106181,Mycgr3G106181
Mycgr3T106182,Mycgr3G106182
Mycgr3T106186,Mycgr3G106186
Mycgr3T106188,Mycgr3G106188
Mycgr3T106205,Mycgr3G106205
Mycgr3T106207,Mycgr3G106207
Mycgr3T10621,Mycgr3G10621
Mycgr3T106211,Mycgr3G106211
Mycgr3T106214,Mycgr3G106214
Mycgr3T106219,Mycgr3G106219
Mycgr3T106227,Mycgr3G106227
Mycgr3T106229,Mycgr3G106229
Mycgr3T106231,Mycgr3G106231
Mycgr3T106236,Mycgr3G106236
Mycgr3T106239,Mycgr3G106239
Mycgr3T106242,Mycgr3G106242
Mycgr3T106248,Mycgr3G106248
Mycgr3T106251,Mycgr3G106251
Mycgr3T106257,Mycgr3G106257
Mycgr3T106260,Mycgr3G106260
Mycgr3T106268,Mycgr3G106268
Mycgr3T106276,Mycgr3G106276
Mycgr3T106278,Mycgr3G106278
Mycgr3T106282,Mycgr3G106282
Mycgr3T106284,Mycgr3G106284
Mycgr3T106289,Mycgr3G106289
Mycgr3T106298,Mycgr3G106298
Mycgr3T106311,Mycgr3G106311
Mycgr3T106319,Mycgr3G106319
Mycgr3T10632,Mycgr3G10632
Mycgr3T106324,Mycgr3G106324
Mycgr3T106326,Mycgr3G106326
Mycgr3T106329,Mycgr3G106329
Mycgr3T106332,Mycgr3G106332
Mycgr3T106335,Mycgr3G106335
Mycgr3T106336,Mycgr3G106336
Mycgr3T106338,Mycgr3G106338
Mycgr3T106345,Mycgr3G106345
Mycgr3T106348,Mycgr3G106348
Mycgr3T106350,Mycgr3G106350
Mycgr3T106353,Mycgr3G106353
Mycgr3T106356,Mycgr3G106356
Mycgr3T106357,Mycgr3G106357
Mycgr3T10638,Mycgr3G10638
Mycgr3T106385,Mycgr3G106385
Mycgr3T106390,Mycgr3G106390
Mycgr3T106395,Mycgr3G106395
Mycgr3T106396,Mycgr3G106396
Mycgr3T106397,Mycgr3G106397
Mycgr3T106402,Mycgr3G106402
Mycgr3T106403,Mycgr3G106403
Mycgr3T106406,Mycgr3G106406
Mycgr3T106407,Mycgr3G106407
Mycgr3T106408,Mycgr3G106408
Mycgr3T106410,Mycgr3G106410
Mycgr3T106416,Mycgr3G106416
Mycgr3T106418,Mycgr3G106418
Mycgr3T106420,Mycgr3G106420
Mycgr3T106430,Mycgr3G106430
Mycgr3T106436,Mycgr3G106436
Mycgr3T106442,Mycgr3G106442
Mycgr3T106445,Mycgr3G106445
Mycgr3T106447,Mycgr3G106447
Mycgr3T106449,Mycgr3G106449
Mycgr3T106452,Mycgr3G106452
Mycgr3T106454,Mycgr3G106454
Mycgr3T106456,Mycgr3G106456
Mycgr3T106469,Mycgr3G106469
Mycgr3T106471,Mycgr3G106471
Mycgr3T106475,Mycgr3G106475
Mycgr3T106482,Mycgr3G106482
Mycgr3T106485,Mycgr3G106485
Mycgr3T106489,Mycgr3G106489
Mycgr3T106491,Mycgr3G106491
Mycgr3T106497,Mycgr3G106497
Mycgr3T106502,Mycgr3G106502
Mycgr3T106509,Mycgr3G106509
Mycgr3T106512,Mycgr3G106512
Mycgr3T106525,Mycgr3G106525
Mycgr3T106528,Mycgr3G106528
Mycgr3T106529,Mycgr3G106529
