go_id,go_name,go_namespace
GO:0006368,transcription elongation by RNA polymerase II,biological_process
GO:0006369,termination of RNA polymerase II transcription,biological_process
GO:0006370,7-methylguanosine mRNA capping,biological_process
GO:0006376,mRNA splice site recognition,biological_process
GO:0006383,transcription by RNA polymerase III,biological_process
GO:0006384,transcription initiation at RNA polymerase III promoter,biological_process
GO:0006386,termination of RNA polymerase III transcription,biological_process
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",biological_process
GO:0006390,mitochondrial transcription,biological_process
GO:0006391,transcription initiation at mitochondrial promoter,biological_process
GO:0006396,RNA processing,biological_process
GO:0006397,mRNA processing,biological_process
GO:0006398,mRNA 3'-end processing by stem-loop binding and cleavage,biological_process
GO:0006399,tRNA metabolic process,biological_process
GO:0006400,tRNA modification,biological_process
GO:0006401,RNA catabolic process,biological_process
GO:0006402,mRNA catabolic process,biological_process
GO:0006405,RNA export from nucleus,biological_process
GO:0006406,mRNA export from nucleus,biological_process
GO:0006409,tRNA export from nucleus,biological_process
GO:0006412,translation,biological_process
GO:0006413,translational initiation,biological_process
GO:0006414,translational elongation,biological_process
GO:0006415,translational termination,biological_process
GO:0006417,regulation of translation,biological_process
GO:0006418,tRNA aminoacylation for protein translation,biological_process
GO:0006419,alanyl-tRNA aminoacylation,biological_process
GO:0006420,arginyl-tRNA aminoacylation,biological_process
GO:0006421,asparaginyl-tRNA aminoacylation,biological_process
GO:0006422,aspartyl-tRNA aminoacylation,biological_process
GO:0006423,cysteinyl-tRNA aminoacylation,biological_process
GO:0006424,glutamyl-tRNA aminoacylation,biological_process
GO:0006425,glutaminyl-tRNA aminoacylation,biological_process
GO:0006426,glycyl-tRNA aminoacylation,biological_process
GO:0006427,histidyl-tRNA aminoacylation,biological_process
GO:0006428,isoleucyl-tRNA aminoacylation,biological_process
GO:0006429,leucyl-tRNA aminoacylation,biological_process
GO:0006430,lysyl-tRNA aminoacylation,biological_process
GO:0006431,methionyl-tRNA aminoacylation,biological_process
GO:0006432,phenylalanyl-tRNA aminoacylation,biological_process
GO:0006433,prolyl-tRNA aminoacylation,biological_process
GO:0006434,seryl-tRNA aminoacylation,biological_process
GO:0006435,threonyl-tRNA aminoacylation,biological_process
GO:0006436,tryptophanyl-tRNA aminoacylation,biological_process
GO:0006437,tyrosyl-tRNA aminoacylation,biological_process
GO:0006438,valyl-tRNA aminoacylation,biological_process
GO:0006446,regulation of translational initiation,biological_process
GO:0006449,regulation of translational termination,biological_process
GO:0006450,regulation of translational fidelity,biological_process
GO:0006452,translational frameshifting,biological_process
GO:0006457,protein folding,biological_process
GO:0006458,'de novo' protein folding,biological_process
GO:0006465,signal peptide processing,biological_process
GO:0006468,protein phosphorylation,biological_process
GO:0006470,protein dephosphorylation,biological_process
GO:0006474,N-terminal protein amino acid acetylation,biological_process
GO:0006479,protein methylation,biological_process
GO:0006480,N-terminal protein amino acid methylation,biological_process
GO:0006481,C-terminal protein methylation,biological_process
GO:0006482,protein demethylation,biological_process
GO:0006486,protein glycosylation,biological_process
GO:0006487,protein N-linked glycosylation,biological_process
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process
GO:0006490,obsolete oligosaccharide-lipid intermediate biosynthetic process,biological_process
GO:0006491,N-glycan processing,biological_process
GO:0006493,protein O-linked glycosylation,biological_process
GO:0006499,N-terminal protein myristoylation,biological_process
GO:0006505,GPI anchor metabolic process,biological_process
GO:0006506,GPI anchor biosynthetic process,biological_process
GO:0006508,proteolysis,biological_process
GO:0006509,membrane protein ectodomain proteolysis,biological_process
GO:0006511,ubiquitin-dependent protein catabolic process,biological_process
GO:0006513,protein monoubiquitination,biological_process
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,biological_process
GO:0006516,glycoprotein catabolic process,biological_process
GO:0006518,peptide metabolic process,biological_process
GO:0006520,amino acid metabolic process,biological_process
GO:0006521,regulation of amino acid metabolic process,biological_process
GO:0006525,arginine metabolic process,biological_process
GO:0006526,L-arginine biosynthetic process,biological_process
GO:0006528,asparagine metabolic process,biological_process
GO:0006529,asparagine biosynthetic process,biological_process
GO:0006532,aspartate biosynthetic process,biological_process
GO:0006533,L-aspartate catabolic process,biological_process
GO:0006534,cysteine metabolic process,biological_process
GO:0006535,cysteine biosynthetic process from serine,biological_process
GO:0006536,glutamate metabolic process,biological_process
GO:0006537,glutamate biosynthetic process,biological_process
GO:0006538,L-glutamate catabolic process,biological_process
GO:0006541,glutamine metabolic process,biological_process
GO:0006542,glutamine biosynthetic process,biological_process
GO:0006545,glycine biosynthetic process,biological_process
GO:0006546,glycine catabolic process,biological_process
GO:0006552,L-leucine catabolic process,biological_process
GO:0006553,lysine metabolic process,biological_process
GO:0006555,methionine metabolic process,biological_process
GO:0006556,S-adenosylmethionine biosynthetic process,biological_process
GO:0006559,L-phenylalanine catabolic process,biological_process
GO:0006560,proline metabolic process,biological_process
GO:0006561,proline biosynthetic process,biological_process
GO:0006562,L-proline catabolic process,biological_process
GO:0006563,L-serine metabolic process,biological_process
GO:0006564,L-serine biosynthetic process,biological_process
GO:0006565,L-serine catabolic process,biological_process
GO:0006566,threonine metabolic process,biological_process
GO:0006567,L-threonine catabolic process,biological_process
GO:0006568,L-tryptophan metabolic process,biological_process
GO:0006569,L-tryptophan catabolic process,biological_process
GO:0006571,tyrosine biosynthetic process,biological_process
GO:0006574,L-valine catabolic process,biological_process
GO:0006576,biogenic amine metabolic process,biological_process
GO:0006591,ornithine metabolic process,biological_process
GO:0006592,ornithine biosynthetic process,biological_process
GO:0006596,polyamine biosynthetic process,biological_process
GO:0006597,spermine biosynthetic process,biological_process
GO:0006605,protein targeting,biological_process
GO:0006606,protein import into nucleus,biological_process
GO:0006607,NLS-bearing protein import into nucleus,biological_process
GO:0006611,protein export from nucleus,biological_process
GO:0006612,protein targeting to membrane,biological_process
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,biological_process
GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",biological_process
GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",biological_process
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,biological_process
GO:0006621,protein retention in ER lumen,biological_process
GO:0006623,protein targeting to vacuole,biological_process
GO:0006624,vacuolar protein processing,biological_process
GO:0006626,protein targeting to mitochondrion,biological_process
GO:0006627,protein processing involved in protein targeting to mitochondrion,biological_process
GO:0006629,lipid metabolic process,biological_process
GO:0006631,fatty acid metabolic process,biological_process
GO:0006633,fatty acid biosynthetic process,biological_process
GO:0006635,fatty acid beta-oxidation,biological_process
GO:0006636,unsaturated fatty acid biosynthetic process,biological_process
GO:0006637,acyl-CoA metabolic process,biological_process
GO:0006639,acylglycerol metabolic process,biological_process
GO:0006641,triglyceride metabolic process,biological_process
GO:0006644,phospholipid metabolic process,biological_process
GO:0006646,phosphatidylethanolamine biosynthetic process,biological_process
GO:0006654,phosphatidic acid biosynthetic process,biological_process
GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
GO:0006656,phosphatidylcholine biosynthetic process,biological_process
GO:0006657,CDP-choline pathway,biological_process
GO:0006659,phosphatidylserine biosynthetic process,biological_process
GO:0006660,phosphatidylserine catabolic process,biological_process
GO:0006661,phosphatidylinositol biosynthetic process,biological_process
GO:0006664,glycolipid metabolic process,biological_process
GO:0006665,sphingolipid metabolic process,biological_process
GO:0006666,3-keto-sphinganine metabolic process,biological_process
GO:0006672,ceramide metabolic process,biological_process
GO:0006673,inositol phosphoceramide metabolic process,biological_process
GO:0006675,mannosyl-inositol phosphorylceramide metabolic process,biological_process
GO:0006676,mannosyl diphosphorylinositol ceramide metabolic process,biological_process
GO:0006679,glucosylceramide biosynthetic process,biological_process
GO:0006688,glycosphingolipid biosynthetic process,biological_process
GO:0006694,steroid biosynthetic process,biological_process
GO:0006696,ergosterol biosynthetic process,biological_process
GO:0006720,isoprenoid metabolic process,biological_process
GO:0006729,tetrahydrobiopterin biosynthetic process,biological_process
GO:0006730,one-carbon metabolic process,biological_process
GO:0006734,obsolete NADH metabolic process,biological_process
GO:0006735,NADH regeneration,biological_process
GO:0006739,NADP+ metabolic process,biological_process
GO:0006741,NADP+ biosynthetic process,biological_process
GO:0006742,NADP+ catabolic process,biological_process
GO:0006744,ubiquinone biosynthetic process,biological_process
GO:0006747,FAD biosynthetic process,biological_process
GO:0006749,glutathione metabolic process,biological_process
GO:0006750,glutathione biosynthetic process,biological_process
GO:0006751,glutathione catabolic process,biological_process
GO:0006753,nucleoside phosphate metabolic process,biological_process
GO:0006754,ATP biosynthetic process,biological_process
GO:0006760,folic acid-containing compound metabolic process,biological_process
