gene_id,class,interaction_sig,gene_name,description
Mycgr3G102197,fungicide-specific,True,RPS0,Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits
Mycgr3G102202,ns,False,,Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
Mycgr3G102206,heat-specific,False,,"Zinc finger, C2H2 type"
Mycgr3G102207,ns,True,,"Zinc finger, C2H2 type"
Mycgr3G102217,fungicide-specific,False,,
Mycgr3G102223,ns,False,,Transcription factor TFIID complex subunit 8 C-term
Mycgr3G102228,fungicide-specific,False,nmt1,NMT1/THI5 like
Mycgr3G102248,ns,True,YET3,B-cell receptor-associated protein 31-like
Mycgr3G102252,ns,False,MBF1,Multiprotein bridging factor 1
Mycgr3G102254,ns,False,,
Mycgr3G102256,ns,False,mrpl22,Belongs to the universal ribosomal protein uL22 family
Mycgr3G102272,ns,False,,Protein of unknown function (DUF1674)
Mycgr3G102274,fungicide-specific,False,,
Mycgr3G102276,fungicide-specific,True,,Alcohol dehydrogenase GroES-like domain
Mycgr3G102281,fungicide-specific,True,rpl15,Belongs to the eukaryotic ribosomal protein eL15 family
Mycgr3G102294,ns,False,,KR domain
Mycgr3G102303,ns,False,,Protein of unknown function (DUF1687)
Mycgr3G102306,ns,False,PDH1,MmgE/PrpD family
Mycgr3G102314,ns,False,,
Mycgr3G102318,ns,False,TKL1,"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate"
Mycgr3G102326,ns,True,,
Mycgr3G102341,ns,False,GAS5,"Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall"
Mycgr3G102345,fungicide-specific,False,,Cell wall proline rich protein
Mycgr3G102352,ns,False,bzz1,Fes/CIP4 homology domain
Mycgr3G102358,ns,False,,Mis12-Mtw1 protein family
Mycgr3G102360,ns,False,,
Mycgr3G102365,fungicide-specific,True,RPL5,"Ribosomal large subunit proteins 60S L5, and 50S L18"
Mycgr3G102369,shared,False,,
Mycgr3G102375,ns,False,,
Mycgr3G102381,fungicide-specific,True,,Hyaluronan / mRNA binding family
Mycgr3G102384,ns,True,TIF45,Belongs to the eukaryotic initiation factor 4E family
Mycgr3G102387,ns,False,,
Mycgr3G102388,fungicide-specific,False,,
Mycgr3G102398,ns,False,,Mitochondrial domain of unknown function (DUF1713)
Mycgr3G102406,fungicide-specific,True,RPL16A,Ribosomal protein L13
Mycgr3G102408,ns,False,,BAG domain
Mycgr3G102412,heat-specific,False,,Uncharacterized conserved protein (DUF2196)
Mycgr3G102416,ns,False,png1,Transglutaminase-like superfamily
Mycgr3G102427,ns,False,,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
Mycgr3G102441,ns,False,,
Mycgr3G102469,ns,False,ATP4,Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
Mycgr3G102471,ns,False,,Aldo/keto reductase family
Mycgr3G102480,ns,False,,This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis
Mycgr3G102481,ns,False,,Yeast PIR protein repeat
Mycgr3G102488,ns,False,TMA22,Translation machinery-associated protein 22
Mycgr3G102491,shared,True,NSR1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
Mycgr3G102499,ns,True,GLO1,"Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione"
Mycgr3G102502,ns,False,,Transposase
Mycgr3G102508,fungicide-specific,False,,
Mycgr3G102517,ns,True,,
Mycgr3G102519,heat-specific,False,,
Mycgr3G102520,shared,False,,Protein of unknown function (DUF541)
Mycgr3G102522,ns,False,,
Mycgr3G102524,fungicide-specific,False,,Nuclear transport factor 2 (NTF2) domain
Mycgr3G102525,shared,False,,ethyl tert-butyl ether degradation
Mycgr3G102530,ns,True,GST2,"Glutathione S-transferase, C-terminal domain"
Mycgr3G102532,ns,False,,Sen15 protein
Mycgr3G102534,ns,False,,
Mycgr3G102540,fungicide-specific,True,EGD2,NAC domain
Mycgr3G102541,ns,False,ATP7,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements"
Mycgr3G102569,ns,False,mge1,"Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner"
Mycgr3G102570,ns,False,,
Mycgr3G102581,ns,False,,Tryptophan synthase alpha chain
Mycgr3G102585,ns,False,ATP5,ATP synthase delta (OSCP) subunit
Mycgr3G102589,ns,False,GPX2,Belongs to the glutathione peroxidase family
Mycgr3G102601,ns,False,,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins"
Mycgr3G102602,ns,False,,
Mycgr3G102611,ns,False,,Growth-Arrest-Specific Protein 2 Domain
Mycgr3G102612,shared,False,,
Mycgr3G102615,heat-specific,True,,helix loop helix domain
Mycgr3G102617,fungicide-specific,False,,
Mycgr3G102646,ns,True,,LPXTG-motif cell wall anchor domain protein
Mycgr3G102649,ns,False,,GGL domain
Mycgr3G102657,fungicide-specific,False,,
Mycgr3G102658,heat-specific,False,,
Mycgr3G102682,ns,False,,
Mycgr3G102685,shared,False,,Major Facilitator Superfamily
Mycgr3G102690,ns,False,,zinc finger
Mycgr3G102692,fungicide-specific,False,REG1,Fungal protein of unknown function (DUF1752)
Mycgr3G102703,ns,False,AMD1,Adenosine/AMP deaminase
Mycgr3G102720,ns,False,,SART-1 family
Mycgr3G102722,ns,False,ABP1,Cofilin/tropomyosin-type actin-binding protein
Mycgr3G102724,ns,False,,
Mycgr3G102725,ns,False,GCN4,Basic region leucine zipper
Mycgr3G102737,fungicide-specific,True,RPP2B,Belongs to the eukaryotic ribosomal protein P1 P2 family
Mycgr3G102740,fungicide-specific,True,RPL6,Ribosomal protein L6e
Mycgr3G102741,ns,False,,Proteasome complex subunit Rpn13 ubiquitin receptor
Mycgr3G102744,ns,False,YOS9,Glucosidase II beta subunit-like protein
Mycgr3G102749,ns,False,,
Mycgr3G102753,fungicide-specific,False,,
Mycgr3G102763,fungicide-specific,True,,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
Mycgr3G102770,ns,False,CBK1,Extension to Ser/Thr-type protein kinases
Mycgr3G102775,fungicide-specific,False,,
Mycgr3G102780,ns,False,RGP1,Rgp1
Mycgr3G102785,fungicide-specific,False,,Methyltransferase domain
Mycgr3G102788,shared,False,,Ubiquinol-cytochrome c reductase subunit 8
Mycgr3G102792,shared,False,,
Mycgr3G102797,ns,False,,PLAC8 family
Mycgr3G102798,ns,False,,
Mycgr3G102800,ns,False,,
Mycgr3G102802,fungicide-specific,False,,
Mycgr3G102814,ns,False,,The EMC seems to be required for efficient folding of proteins in the endoplasmic reticulum (ER)
Mycgr3G102819,ns,False,TRM8,Sorting nexin C terminal
Mycgr3G102821,fungicide-specific,False,,Arylsulfotransferase (ASST)
Mycgr3G102831,ns,False,,Choline/ethanolamine kinase
Mycgr3G102837,ns,False,ATP1,Produces ATP from ADP in the presence of a proton gradient across the membrane
Mycgr3G102841,fungicide-specific,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G102842,ns,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G102848,shared,True,RPL3,Belongs to the universal ribosomal protein uL3 family
Mycgr3G102849,ns,False,,thaumatin domain protein
Mycgr3G102854,ns,False,,Bromodomain
Mycgr3G102877,ns,False,,Caffeine-induced death protein 2
Mycgr3G102881,fungicide-specific,True,RPL9B,Ribosomal protein L6
Mycgr3G102893,fungicide-specific,False,,Aldo/keto reductase family
Mycgr3G102895,ns,False,,Thioesterase superfamily
Mycgr3G102897,ns,False,MMS2,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G102907,fungicide-specific,False,,
Mycgr3G102912,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G102916,ns,False,,
Mycgr3G102918,ns,False,sap62,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
Mycgr3G102920,ns,False,,
Mycgr3G102922,fungicide-specific,True,rpl35,Ribosomal L29 protein
Mycgr3G102927,ns,False,,Coiled-coil domain-containing protein 56
Mycgr3G102936,fungicide-specific,False,,NAD dependent epimerase/dehydratase family
Mycgr3G102943,ns,False,ARF1,Belongs to the small GTPase superfamily. Arf family
Mycgr3G102950,fungicide-specific,False,TUB2,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
Mycgr3G102956,heat-specific,False,,Superoxide dismutase
Mycgr3G102961,ns,False,,LURP-one-related
Mycgr3G102970,fungicide-specific,False,,
Mycgr3G102977,ns,False,,Amino acid permease
Mycgr3G102980,ns,False,,
Mycgr3G102982,ns,False,,
Mycgr3G102983,ns,False,,
Mycgr3G102985,ns,False,,Mitotic-spindle organizing gamma-tubulin ring associated
Mycgr3G102988,heat-specific,False,,
Mycgr3G102990,ns,False,PGK1,Belongs to the phosphoglycerate kinase family
Mycgr3G102996,fungicide-specific,False,,
Mycgr3G103001,fungicide-specific,True,,
Mycgr3G103004,fungicide-specific,False,,
Mycgr3G103006,ns,False,,Translation machinery associated TMA7
Mycgr3G103011,shared,True,,BTB/POZ domain
Mycgr3G103027,ns,False,,Transposase
Mycgr3G103029,shared,False,,
Mycgr3G103030,ns,False,,
Mycgr3G103034,ns,False,PCM1,"Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, which is a biosynthetic precursor of chitin and also supplies the amino sugars for N-linked oligosaccharides of glycoproteins"
Mycgr3G103058,ns,False,,
Mycgr3G103060,ns,False,,"Taurine catabolism dioxygenase TauD, TfdA family"
Mycgr3G103070,ns,True,RPB10,RNA polymerases N / 8 kDa subunit
Mycgr3G103073,ns,False,,Steryl acetyl hydrolase
Mycgr3G103087,ns,False,NTF2,Nuclear transport factor 2 (NTF2) domain
Mycgr3G103089,ns,False,,
Mycgr3G103091,shared,True,,
Mycgr3G103098,ns,False,atl1,"6-O-methylguanine DNA methyltransferase, DNA binding domain"
Mycgr3G10310,shared,False,HOF1,Fes/CIP4 homology domain
Mycgr3G103102,ns,False,,
Mycgr3G103105,fungicide-specific,True,CIC1,Ribosomal protein L1p/L10e family
Mycgr3G103110,ns,True,,Aldo/keto reductase family
Mycgr3G103124,ns,False,CIT1,Belongs to the citrate synthase family
Mycgr3G103126,ns,False,,
Mycgr3G103130,ns,False,,
Mycgr3G103135,fungicide-specific,True,CPYA,Belongs to the peptidase S10 family
Mycgr3G103147,ns,False,,Fatty acid desaturase
Mycgr3G103157,shared,False,,
Mycgr3G103159,heat-specific,False,,
Mycgr3G103162,fungicide-specific,True,RPS25,S25 ribosomal protein
Mycgr3G103183,shared,False,,
Mycgr3G103184,ns,False,URM1,"Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2- thiolation reaction by being thiocarboxylated (-COSH) at its C- terminus by the MOCS3 homolog UBA4. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Prior mcm(5) tRNA modification by the elongator complex is required for 2- thiolation. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins such as AHP1. The thiocarboxylated form serves as substrate for conjugation and oxidative stress specifically induces the formation of UBL-protein conjugates"
Mycgr3G103191,fungicide-specific,True,RPL32,Ribosomal_L32e
Mycgr3G103199,ns,False,,
Mycgr3G103202,ns,False,GTT1,"Glutathione S-transferase, N-terminal domain"
Mycgr3G103208,ns,False,,
Mycgr3G103215,ns,False,HSP104,Belongs to the ClpA ClpB family
Mycgr3G103218,ns,False,HSP104,Belongs to the ClpA ClpB family
Mycgr3G103221,ns,True,LEU2,Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate
Mycgr3G103230,ns,False,,COMPASS (Complex proteins associated with Set1p) component shg1
Mycgr3G103255,ns,False,HOM6,Homoserine dehydrogenase
Mycgr3G103256,fungicide-specific,False,,"TB2/DP1, HVA22 family"
Mycgr3G103260,heat-specific,False,PRP4,Protein tyrosine kinase
Mycgr3G103262,heat-specific,False,,
Mycgr3G103270,fungicide-specific,False,,
Mycgr3G103278,fungicide-specific,False,TFG1,transcription initiation factor IIF subunit alpha
Mycgr3G103310,fungicide-specific,True,,
Mycgr3G103315,fungicide-specific,True,LOC1,60S ribosomal subunit assembly export protein LOC1
Mycgr3G103329,fungicide-specific,True,RPL17B,Belongs to the universal ribosomal protein uL22 family
Mycgr3G103337,ns,False,,Peroxisomal biogenesis factor 11 (PEX11)
Mycgr3G103339,fungicide-specific,True,RPS5,Belongs to the universal ribosomal protein uS7 family
Mycgr3G103343,heat-specific,False,,Thioesterase superfamily
Mycgr3G103347,fungicide-specific,True,,Utp8 family
Mycgr3G103350,ns,False,,Survival protein SurE
Mycgr3G103356,ns,False,tom22,Mitochondrial import receptor subunit Tom22
Mycgr3G103362,ns,False,GCV3,The H protein shuttles the methylamine group of glycine from the P protein to the T protein
Mycgr3G103370,ns,False,ERD2,ER lumen protein-retaining receptor
Mycgr3G103387,fungicide-specific,False,,SWIRM domain
Mycgr3G103393,ns,True,,Belongs to the CRISP family
Mycgr3G103396,fungicide-specific,False,,
Mycgr3G103402,fungicide-specific,False,EHD3,Belongs to the enoyl-CoA hydratase isomerase family
Mycgr3G103406,fungicide-specific,True,RPS29,Ribosomal protein S14p/S29e
Mycgr3G103418,ns,False,,OHCU decarboxylase
Mycgr3G103421,ns,True,,Ankyrin repeats (many copies)
Mycgr3G103423,shared,False,,
Mycgr3G103427,ns,False,,
Mycgr3G103434,heat-specific,True,,
Mycgr3G103444,ns,False,,Apc13p protein
Mycgr3G103449,fungicide-specific,True,RPS22,Belongs to the universal ribosomal protein uS8 family
Mycgr3G103459,fungicide-specific,False,,Redoxin
Mycgr3G103460,ns,False,,Ferritin-like domain
Mycgr3G103470,heat-specific,False,RSB1,RTA1 like protein
Mycgr3G103476,shared,False,,
Mycgr3G103481,ns,False,,
Mycgr3G103488,ns,False,,Protein of unknown function (DUF1115)
Mycgr3G103490,ns,False,,
Mycgr3G103492,ns,False,MIR1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G103493,ns,False,,
Mycgr3G103500,ns,False,,Protein of unknown function (DUF952)
Mycgr3G103502,ns,False,RAD23,Heat shock chaperonin-binding motif.
Mycgr3G103505,ns,False,ATP2,Produces ATP from ADP in the presence of a proton gradient across the membrane
Mycgr3G103512,ns,False,,Glycosyl hydrolase family 61
Mycgr3G103520,fungicide-specific,False,,Possible lysine decarboxylase
Mycgr3G103524,fungicide-specific,False,,"Glutathione S-transferase, N-terminal domain"
Mycgr3G103528,fungicide-specific,False,,
Mycgr3G103539,ns,False,,
Mycgr3G103545,ns,False,,
Mycgr3G103549,ns,False,SUA7,TFIIB zinc-binding
Mycgr3G103551,ns,False,,Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
Mycgr3G103555,ns,False,,
Mycgr3G103556,shared,False,,
Mycgr3G103564,ns,False,,Ferritin-like domain
Mycgr3G103568,ns,False,HAC1,basic region leucin zipper
Mycgr3G103572,ns,True,,
Mycgr3G103574,ns,False,,Protein of unknown function (DUF1349)
Mycgr3G103578,fungicide-specific,False,,ABC transporter
Mycgr3G103583,ns,False,,MaoC like domain
Mycgr3G103593,heat-specific,False,SOD1,Destroys radicals which are normally produced within the cells and which are toxic to biological systems
Mycgr3G103595,fungicide-specific,True,,Belongs to the ATPase C chain family
Mycgr3G103601,fungicide-specific,True,,Putative cyclase
Mycgr3G103603,ns,False,,
Mycgr3G103608,fungicide-specific,False,,AMP-binding enzyme
Mycgr3G103611,ns,False,RER2,"Adds multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP), a precursor of dolichol which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER)"
Mycgr3G103615,ns,False,NUC1,DNA/RNA non-specific endonuclease
Mycgr3G103617,ns,False,,
Mycgr3G103620,ns,False,,
Mycgr3G103622,heat-specific,True,,catalytic domain of ctd-like phosphatases
Mycgr3G103627,ns,False,ATG20,"PhoX homologous domain, present in p47phox and p40phox."
Mycgr3G103647,ns,False,,
Mycgr3G103650,shared,False,,"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts."
Mycgr3G103653,ns,False,,Mitochondrial ribosomal protein L31
Mycgr3G103657,ns,False,,
Mycgr3G103663,fungicide-specific,True,,KR domain
Mycgr3G103676,ns,False,,Domain of unknown function (DUF4267)
Mycgr3G103679,ns,False,ADE13,Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily
Mycgr3G103683,fungicide-specific,True,rpl8,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
Mycgr3G103686,fungicide-specific,False,,
Mycgr3G103691,fungicide-specific,False,,
Mycgr3G103692,ns,False,,Velvet factor
Mycgr3G103694,heat-specific,False,MIR1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G103701,ns,False,,Src homology 3 domains
Mycgr3G103703,ns,False,,
